age,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,reaction_time_ms,addiction_score,gender_Male,gender_Other,genre_Casual,genre_FPS,genre_RPG,stress_level_ord,gaming_hours_sq,gaming_hours_x_FPS,gaming_hours_x_RPG,gaming_study_ratio,total_load
20,5.49,4.77,7.86,96.42,4.96,6.82,242.11,9.33,True,False,False,False,True,0,30.140100000000004,0.0,5.49,1.1485355648535567,10.26
21,3.99,1.71,5.73,84.2,3.24,7.96,276.14,9.68,False,False,False,False,True,1,15.920100000000001,0.0,3.99,2.3197674418604652,5.7
21,3.5,1.92,4.87,76.18,4.71,8.41,279.87,9.85,True,False,False,True,False,1,12.25,3.5,0.0,1.8134715025906736,5.42
21,7.03,4.31,7.22,65.99,4.26,8.58,226.7,14.88,True,False,False,True,False,0,49.4209,7.03,0.0,1.627314814814815,11.34
24,1.38,1.93,7.95,89.46,0.92,4.05,293.23,2.96,False,False,False,False,True,1,1.9043999999999996,0.0,1.38,0.7113402061855669,3.3099999999999996
24,1.51,9.19,4.62,65.54,2.53,6.29,301.38,3.73,False,False,False,True,False,2,2.2801,1.51,0.0,0.16413043478260872,10.7
17,6.85,9.39,5.84,64.95,2.88,12.79,222.73,16.04,False,False,False,True,False,2,46.92249999999999,6.85,0.0,0.7287234042553191,16.240000000000002
24,2.57,4.51,7.26,71.31,4.91,8.45,276.51,9.97,True,False,False,True,False,1,6.604899999999999,2.57,0.0,0.5685840707964602,7.08
23,4.87,8.01,6.08,78.73,3.51,7.36,264.74,12.81,True,False,False,True,False,1,23.716900000000003,4.87,0.0,0.6072319201995013,12.879999999999999
19,7.85,5.9,4.45,96.51,0.78,11.63,240.92,16.05,False,False,False,True,False,0,61.622499999999995,7.85,0.0,1.3282571912013534,13.75
16,3.42,3.47,8.02,71.68,3.97,8.69,288.63,11.82,True,False,False,True,False,1,11.696399999999999,3.42,0.0,0.9827586206896551,6.890000000000001
18,1.7,6.07,8.5,95.72,0.55,7.43,310.44,5.48,False,False,True,False,False,1,2.8899999999999997,0.0,0.0,0.27960526315789475,7.7700000000000005
20,3.53,1.09,7.03,75.44,2.04,6.65,275.85,9.2,False,False,False,True,False,1,12.460899999999999,3.53,0.0,3.2090909090909085,4.62
24,3.16,8.96,7.04,89.59,0.73,5.17,266.18,6.03,True,False,True,False,False,1,9.985600000000002,0.0,0.0,0.35228539576365664,12.120000000000001
16,6.86,1.09,6.61,97.7,1.34,8.98,236.53,17.12,True,False,False,False,True,0,47.0596,0.0,6.86,6.236363636363636,7.95
16,2.89,5.86,6.87,94.59,1.99,5.96,289.85,6.54,False,False,False,True,False,1,8.3521,2.89,0.0,0.49233390119250425,8.75
19,2.33,3.76,6.99,82.97,3.95,8.3,292.65,7.98,False,True,False,True,False,1,5.4289000000000005,2.33,0.0,0.6180371352785147,6.09
17,6.28,4.64,5.29,61.57,1.64,8.85,234.9,10.68,True,False,True,False,False,0,39.4384,0.0,0.0,1.3505376344086024,10.92
20,4.38,8.66,7.36,90.44,1.83,8.73,277.37,8.97,True,False,False,False,True,1,19.1844,0.0,4.38,0.5051903114186851,13.04
24,3.86,1.05,4.47,94.47,4.78,5.29,282.82,9.67,False,False,True,False,False,1,14.8996,0.0,0.0,3.641509433962264,4.91
22,0.67,1.31,7.89,60.88,1.86,5.3,304.15,0.99,True,False,False,False,True,1,0.4489000000000001,0.0,0.67,0.5075757575757576,1.98
19,2.57,1.96,4.04,89.8,4.41,5.56,302.67,6.91,False,False,False,True,False,1,6.604899999999999,2.57,0.0,1.3045685279187818,4.529999999999999
18,0.8,3.89,5.49,66.24,3.66,1.81,313.25,4.96,True,False,False,False,True,1,0.6400000000000001,0.0,0.8,0.20512820512820515,4.69
23,5.13,8.35,4.67,65.23,4.29,8.48,256.8,11.84,False,True,True,False,False,2,26.3169,0.0,0.0,0.6136363636363636,13.48
16,4.32,5.28,5.95,95.57,2.74,9.38,236.19,9.9,True,False,True,False,False,1,18.6624,0.0,0.0,0.8166351606805293,9.600000000000001
17,6.98,5.39,7.57,76.75,2.93,8.2,249.62,16.21,True,False,False,False,True,0,48.720400000000005,0.0,6.98,1.2925925925925927,12.370000000000001
22,1.18,4.89,5.77,60.37,3.66,4.71,301.29,8.25,False,False,False,True,False,1,1.3923999999999999,1.18,0.0,0.24081632653061225,6.069999999999999
22,6.77,4.17,8.91,62.4,2.87,8.13,227.94,16.74,False,False,False,True,False,0,45.832899999999995,6.77,0.0,1.6196172248803828,10.94
20,7.29,5.45,7.88,92.3,4.56,10.5,222.43,20.69,False,False,False,True,False,0,53.1441,7.29,0.0,1.335164835164835,12.74
23,1.1,7.93,7.97,86.71,2.81,5.02,295.78,6.2,True,False,True,False,False,1,1.2100000000000002,0.0,0.0,0.1385390428211587,9.03
17,6.31,4.36,6.7,90.15,4.51,9.47,248.64,17.0,False,False,True,False,False,0,39.81609999999999,0.0,0.0,1.4439359267734553,10.67
19,0.11,7.5,4.15,69.68,2.39,5.78,326.4,3.85,False,False,False,True,False,2,0.0121,0.11,0.0,0.014647137150466045,7.61
19,2.88,1.8,4.95,95.36,3.83,7.16,277.12,7.99,False,True,False,False,True,1,8.2944,0.0,2.88,1.591160220994475,4.68
23,1.3,5.11,7.42,85.71,4.71,3.04,307.77,4.52,True,False,False,True,False,1,1.6900000000000002,1.3,0.0,0.25390625,6.41
16,6.31,6.18,5.27,76.42,0.74,8.2,235.41,11.4,True,False,True,False,False,0,39.81609999999999,0.0,0.0,1.0193861066235865,12.489999999999998
24,5.47,8.04,5.87,80.49,0.74,11.44,240.15,13.81,True,False,False,False,True,2,29.920899999999996,0.0,5.47,0.6795031055900622,13.509999999999998
23,4.59,1.51,4.22,95.48,2.58,9.69,257.87,10.68,False,False,False,True,False,1,21.068099999999998,4.59,0.0,3.019736842105263,6.1
21,0.27,2.09,4.83,65.08,1.72,4.77,303.11,1.12,True,False,True,False,False,1,0.0729,0.0,0.0,0.12857142857142861,2.36
21,7.19,4.32,7.88,63.64,4.0,8.43,242.95,14.89,False,False,False,False,True,0,51.69610000000001,0.0,7.19,1.6605080831408776,11.510000000000002
22,7.59,2.22,4.78,76.1,4.38,10.68,244.97,15.94,True,False,False,True,False,0,57.6081,7.59,0.0,3.403587443946188,9.81
18,4.7,6.8,6.25,90.57,0.21,10.6,261.44,11.46,True,False,False,False,True,1,22.090000000000003,0.0,4.7,0.6901615271659325,11.5
24,7.22,8.76,8.86,78.26,1.01,12.9,223.77,20.96,False,False,True,False,False,0,52.1284,0.0,0.0,0.8232611174458381,15.98
22,0.56,5.6,5.11,93.69,3.84,6.2,302.47,2.13,True,False,False,False,True,1,0.31360000000000005,0.0,0.56,0.09982174688057042,6.16
23,6.58,3.59,5.11,82.16,2.84,12.06,242.67,17.08,False,False,False,True,False,0,43.2964,6.58,0.0,1.827777777777778,10.17
20,3.61,6.98,6.78,89.59,1.53,7.34,276.09,7.31,False,False,False,True,False,1,13.0321,3.61,0.0,0.5164520743919885,10.59
23,6.56,9.8,4.96,61.99,4.24,11.43,241.75,16.32,False,False,False,True,False,2,43.03359999999999,6.56,0.0,0.6687054026503567,16.36
24,1.48,9.62,5.71,98.46,1.91,6.49,310.28,5.76,True,False,True,False,False,2,2.1904,0.0,0.0,0.1536863966770509,11.1
16,0.69,5.39,8.83,96.65,2.4,4.41,310.28,2.38,True,False,False,False,True,1,0.4760999999999999,0.0,0.69,0.12777777777777777,6.08
20,3.38,4.86,7.12,61.44,2.45,8.82,276.42,10.14,False,False,False,False,True,1,11.424399999999999,0.0,3.38,0.6940451745379876,8.24
16,6.23,4.31,6.63,87.89,2.22,8.12,226.53,16.05,False,False,True,False,False,0,38.812900000000006,0.0,0.0,1.44212962962963,10.54
24,1.16,6.41,5.61,64.34,3.41,5.49,305.16,3.0,True,False,False,False,True,1,1.3456,0.0,1.16,0.1806853582554517,7.57
22,0.78,7.94,5.43,88.04,3.13,4.4,308.14,0.28,True,False,True,False,False,2,0.6084,0.0,0.0,0.09811320754716982,8.72
24,4.77,2.37,8.73,81.2,1.07,7.51,264.51,12.62,True,False,False,True,False,1,22.752899999999997,4.77,0.0,2.004201680672269,7.14
23,5.07,7.12,6.45,71.57,3.32,6.55,239.11,12.42,False,False,False,True,False,0,25.704900000000002,5.07,0.0,0.7110799438990183,12.190000000000001
19,6.9,9.62,6.95,80.04,3.0,12.29,242.14,20.94,False,False,False,True,False,0,47.61000000000001,6.9,0.0,0.7165109034267914,16.52
21,7.36,1.48,4.1,88.06,3.81,12.6,233.84,17.27,False,False,False,False,True,0,54.1696,0.0,7.36,4.939597315436242,8.84
23,0.52,1.35,4.05,68.69,1.75,3.18,328.41,3.38,False,False,False,False,True,1,0.27040000000000003,0.0,0.52,0.38235294117647056,1.87
20,0.07,7.53,7.92,62.05,2.91,2.26,318.82,1.83,True,False,False,False,True,1,0.004900000000000001,0.0,0.07,0.009283819628647216,7.6000000000000005
18,7.95,6.78,7.26,84.64,3.57,13.61,222.58,21.47,False,False,False,False,True,0,63.2025,0.0,7.95,1.170839469808542,14.73
16,0.66,4.5,5.36,78.84,4.46,2.41,324.61,3.23,True,False,False,True,False,1,0.43560000000000004,0.66,0.0,0.14634146341463417,5.16
17,0.39,3.47,6.07,64.84,3.98,2.56,302.67,4.48,True,False,False,True,False,1,0.1521,0.39,0.0,0.11206896551724138,3.8600000000000003
21,0.67,6.32,4.4,60.83,1.72,5.29,287.22,5.0,False,False,False,False,True,1,0.4489000000000001,0.0,0.67,0.10584518167456557,6.99
17,7.96,5.25,5.11,80.92,4.4,10.54,235.85,15.14,False,False,True,False,False,0,63.3616,0.0,0.0,1.5133079847908746,13.21
20,6.36,2.99,5.31,61.8,1.38,7.86,239.22,12.11,True,False,False,True,False,0,40.449600000000004,6.36,0.0,2.12,9.350000000000001
19,1.6,3.34,8.06,75.98,4.2,2.97,310.57,4.68,False,False,False,False,True,1,2.5600000000000005,0.0,1.6,0.47761194029850756,4.9399999999999995
17,5.45,1.2,7.74,88.89,0.86,7.12,242.04,12.5,True,False,True,False,False,0,29.7025,0.0,0.0,4.5041322314049586,6.65
23,7.03,4.13,6.73,64.36,2.99,12.04,235.72,18.73,True,False,True,False,False,0,49.4209,0.0,0.0,1.6980676328502418,11.16
16,1.48,2.73,4.7,73.95,3.63,6.81,305.22,5.22,True,False,False,True,False,1,2.1904,1.48,0.0,0.5401459854014599,4.21
20,6.14,1.08,7.99,70.11,2.99,8.79,225.13,14.82,False,False,False,False,True,0,37.6996,0.0,6.14,5.633027522935779,7.22
19,2.87,7.81,7.77,85.27,1.85,5.04,295.41,7.68,True,False,True,False,False,1,8.2369,0.0,0.0,0.36700767263427114,10.68
18,5.31,3.44,6.44,74.65,1.49,8.95,248.67,11.15,True,False,False,False,True,0,28.196099999999994,0.0,5.31,1.5391304347826087,8.75
19,6.02,7.45,6.1,80.21,3.89,11.77,249.15,13.21,False,False,False,False,True,0,36.240399999999994,0.0,6.02,0.806970509383378,13.469999999999999
22,0.47,4.45,6.51,96.36,1.45,2.81,307.79,1.17,False,False,False,True,False,1,0.22089999999999999,0.47,0.0,0.10538116591928251,4.92
21,2.01,4.26,5.69,97.82,0.34,7.09,305.67,8.77,False,False,True,False,False,1,4.040099999999999,0.0,0.0,0.4707259953161593,6.27
17,3.59,1.74,6.4,60.69,0.57,5.6,270.9,11.15,False,False,False,True,False,1,12.8881,3.59,0.0,2.051428571428571,5.33
22,3.96,7.3,4.69,67.14,2.83,9.61,253.27,11.74,True,False,False,False,True,2,15.6816,0.0,3.96,0.5417236662106704,11.26
22,6.5,2.77,4.55,87.88,3.79,9.34,242.06,15.17,True,False,False,True,False,0,42.25,6.5,0.0,2.338129496402878,9.27
20,7.34,1.91,6.54,74.61,4.97,13.0,229.31,15.21,False,False,True,False,False,0,53.8756,0.0,0.0,3.8229166666666665,9.25
21,6.25,9.01,8.44,76.79,0.83,8.75,231.56,8.69,False,True,False,True,False,0,39.0625,6.25,0.0,0.6929046563192905,15.26
18,7.81,3.98,6.78,73.35,1.21,13.77,218.23,16.43,False,False,False,True,False,0,60.99609999999999,7.81,0.0,1.9573934837092732,11.79
19,6.81,7.88,4.01,87.0,0.51,8.08,241.57,17.33,True,False,False,False,True,2,46.376099999999994,0.0,6.81,0.8631178707224334,14.69
21,3.56,4.75,6.48,72.78,2.17,5.54,295.7,9.99,True,False,True,False,False,1,12.6736,0.0,0.0,0.7478991596638656,8.31
23,0.39,9.4,7.29,82.72,4.68,4.19,333.05,0.2,False,False,True,False,False,1,0.1521,0.0,0.0,0.04144527098831031,9.790000000000001
17,7.15,5.07,5.4,98.4,1.49,8.17,229.1,14.38,False,False,False,False,True,0,51.1225,0.0,7.15,1.4074803149606299,12.22
21,1.32,8.99,6.56,96.45,3.01,3.6,322.23,4.99,True,False,False,True,False,1,1.7424000000000002,1.32,0.0,0.14666666666666667,10.31
16,0.18,6.86,5.97,86.64,3.76,2.39,310.31,0.96,True,False,True,False,False,1,0.0324,0.0,0.0,0.026200873362445413,7.04
23,4.94,3.52,6.53,87.72,2.66,6.49,288.06,11.01,True,False,True,False,False,1,24.403600000000004,0.0,0.0,1.39943342776204,8.46
23,6.39,9.52,4.82,94.53,1.26,7.82,231.76,14.94,True,False,True,False,False,2,40.8321,0.0,0.0,0.6705141657922351,15.91
19,2.02,9.42,6.57,72.33,0.1,6.39,297.64,4.81,True,False,False,False,True,1,4.0804,0.0,2.02,0.2142099681866384,11.44
17,6.93,4.56,5.65,96.73,4.93,9.39,242.86,15.24,False,False,False,False,True,0,48.024899999999995,0.0,6.93,1.5164113785557989,11.489999999999998
21,4.85,6.83,6.93,73.57,0.42,9.1,253.8,12.7,True,False,True,False,False,1,23.522499999999997,0.0,0.0,0.7090643274853801,11.68
18,1.61,5.68,6.66,67.85,0.21,4.14,305.86,3.66,False,False,False,True,False,1,2.5921000000000003,1.61,0.0,0.2829525483304043,7.29
16,7.77,7.75,8.44,92.3,2.35,9.91,228.73,16.85,False,False,True,False,False,0,60.372899999999994,0.0,0.0,1.0012886597938144,15.52
17,7.21,8.43,8.73,79.83,0.41,12.42,234.82,16.6,True,False,True,False,False,0,51.9841,0.0,0.0,0.854265402843602,15.64
22,1.86,9.38,4.95,86.05,4.73,5.95,312.43,9.84,True,False,False,False,True,2,3.4596000000000005,0.0,1.86,0.19808306709265175,11.24
22,0.88,2.01,6.56,89.62,2.91,6.34,312.12,5.0,True,False,False,True,False,1,0.7744,0.88,0.0,0.43564356435643575,2.8899999999999997
22,2.41,2.24,5.04,72.66,3.7,5.88,284.64,6.66,True,False,True,False,False,1,5.8081000000000005,0.0,0.0,1.0711111111111111,4.65
18,1.24,8.4,5.6,62.49,3.89,4.67,320.49,3.13,True,False,False,False,True,2,1.5376,0.0,1.24,0.14744351961950058,9.64
21,1.68,8.4,8.29,68.0,2.5,6.61,289.73,6.31,True,False,False,False,True,1,2.8223999999999996,0.0,1.68,0.19976218787158145,10.08
23,3.95,4.63,5.6,85.18,1.37,9.17,270.94,12.15,False,False,False,True,False,1,15.602500000000001,3.95,0.0,0.8512931034482759,8.58
19,1.38,1.0,7.41,74.84,3.12,6.63,309.75,3.82,True,False,False,True,False,1,1.9043999999999996,1.38,0.0,1.3663366336633662,2.38
17,3.62,6.17,8.32,71.1,4.05,7.72,258.95,4.6,True,False,True,False,False,1,13.1044,0.0,0.0,0.5857605177993528,9.79
16,6.27,9.58,5.89,76.8,3.64,10.79,247.56,16.1,True,False,False,True,False,2,39.31289999999999,6.27,0.0,0.6538060479666319,15.85
20,7.39,1.51,4.62,97.13,1.66,12.57,232.7,16.77,False,False,False,False,True,0,54.6121,0.0,7.39,4.8618421052631575,8.9
22,5.93,5.1,8.82,60.64,3.59,11.53,250.27,14.52,True,False,False,False,True,0,35.164899999999996,0.0,5.93,1.1604696673189825,11.03
22,4.3,1.07,4.31,67.66,4.11,6.3,268.52,10.62,True,False,False,False,True,1,18.49,0.0,4.3,3.981481481481481,5.37
16,5.26,3.32,6.78,80.37,0.86,9.96,260.3,12.41,False,False,True,False,False,0,27.667599999999997,0.0,0.0,1.5795795795795797,8.58
20,0.82,9.68,4.53,99.45,4.83,5.91,312.77,5.4,False,False,True,False,False,2,0.6723999999999999,0.0,0.0,0.0846233230134159,10.5
17,4.01,1.91,5.39,72.89,4.31,5.92,269.01,9.44,True,False,False,True,False,1,16.080099999999998,4.01,0.0,2.0885416666666665,5.92
21,0.5,6.88,4.02,83.6,3.51,5.57,307.66,2.52,False,False,False,True,False,1,0.25,0.5,0.0,0.07256894049346879,7.38
17,4.96,9.42,5.83,90.87,2.2,6.19,255.95,6.85,False,False,False,False,True,2,24.6016,0.0,4.96,0.5259809119830329,14.379999999999999
20,7.88,3.27,8.8,92.15,1.46,11.67,218.12,19.06,True,False,False,False,True,0,62.0944,0.0,7.88,2.402439024390244,11.15
23,3.22,3.48,4.65,91.25,4.99,5.28,277.75,8.41,True,False,False,True,False,1,10.368400000000001,3.22,0.0,0.9226361031518626,6.7
16,3.7,3.48,5.05,96.33,2.48,5.2,277.43,6.69,False,False,False,True,False,1,13.690000000000001,3.7,0.0,1.0601719197707737,7.18
16,2.24,7.58,7.63,88.93,0.71,3.41,280.05,7.84,True,False,False,True,False,1,5.017600000000001,2.24,0.0,0.29512516469038214,9.82
18,4.96,2.34,7.04,60.68,3.91,8.64,263.19,13.33,True,False,True,False,False,1,24.6016,0.0,0.0,2.110638297872341,7.3
19,7.97,3.1,4.23,79.2,0.1,11.97,220.18,20.9,False,True,True,False,False,0,63.5209,0.0,0.0,2.562700964630225,11.07
21,4.52,6.28,7.98,70.31,1.93,6.32,271.2,12.9,True,False,True,False,False,1,20.430399999999995,0.0,0.0,0.7186009538950715,10.8
24,6.67,1.34,5.93,76.8,4.08,8.03,245.44,10.13,False,False,False,True,False,0,44.4889,6.67,0.0,4.940740740740741,8.01
16,4.13,5.84,4.68,87.87,1.76,8.02,282.01,11.92,True,False,True,False,False,1,17.0569,0.0,0.0,0.705982905982906,9.969999999999999
20,1.98,1.67,7.04,90.4,2.14,3.39,290.47,5.46,True,False,False,False,True,1,3.9204,0.0,1.98,1.1785714285714286,3.65
17,3.4,3.39,6.71,72.44,3.92,8.75,286.03,7.82,True,False,True,False,False,1,11.559999999999999,0.0,0.0,1.0,6.79
22,5.98,8.7,5.41,74.32,0.94,8.04,250.15,12.59,True,False,True,False,False,2,35.760400000000004,0.0,0.0,0.6865671641791046,14.68
16,7.91,2.42,7.92,76.59,3.88,10.72,231.08,17.82,False,False,False,True,False,0,62.5681,7.91,0.0,3.255144032921811,10.33
23,6.16,4.99,8.34,91.82,3.4,8.9,231.5,14.93,True,False,True,False,False,0,37.9456,0.0,0.0,1.232,11.15
16,0.5,3.29,5.92,75.73,0.02,5.28,311.13,5.12,False,False,True,False,False,1,0.25,0.0,0.0,0.15151515151515152,3.79
24,0.52,2.02,6.89,96.2,3.13,5.45,307.09,1.52,True,False,False,False,True,1,0.27040000000000003,0.0,0.52,0.2561576354679803,2.54
16,4.17,3.66,5.3,97.84,0.18,6.32,270.22,9.75,True,False,False,True,False,1,17.3889,4.17,0.0,1.1362397820163488,7.83
23,6.96,2.43,4.25,94.88,2.26,9.72,235.14,15.57,False,True,False,False,True,0,48.4416,0.0,6.96,2.8524590163934427,9.39
22,5.57,6.45,7.87,97.39,0.22,10.33,248.11,13.73,True,False,False,True,False,0,31.024900000000002,5.57,0.0,0.8622291021671827,12.02
20,1.5,4.65,4.06,63.89,1.09,4.8,313.83,5.59,True,False,False,True,False,1,2.25,1.5,0.0,0.3218884120171674,6.15
23,0.62,7.37,7.47,79.12,2.93,4.88,301.08,4.88,True,False,True,False,False,1,0.3844,0.0,0.0,0.08401084010840108,7.99
19,5.89,7.69,8.95,92.7,0.37,8.62,253.73,14.33,True,False,False,False,True,0,34.692099999999996,0.0,5.89,0.7649350649350649,13.58
19,0.08,7.43,8.64,77.79,4.45,1.38,302.24,3.52,False,True,False,True,False,1,0.0064,0.08,0.0,0.010752688172043012,7.51
24,7.27,7.09,5.8,98.26,3.64,11.48,225.77,15.69,True,False,False,False,True,2,52.85289999999999,0.0,7.27,1.023943661971831,14.36
22,0.96,1.69,6.73,65.8,1.78,5.26,311.93,5.01,False,False,False,True,False,1,0.9216,0.96,0.0,0.5647058823529412,2.65
17,1.9,6.38,4.36,92.24,2.54,6.09,292.96,8.88,True,False,False,False,True,1,3.61,0.0,1.9,0.297339593114241,8.28
21,5.89,6.51,4.8,92.09,0.92,8.98,244.26,9.07,True,False,False,False,True,0,34.692099999999996,0.0,5.89,0.9033742331288344,12.399999999999999
22,6.24,5.7,6.11,84.33,2.24,9.95,251.56,18.08,False,False,False,True,False,0,38.9376,6.24,0.0,1.0928196147110334,11.940000000000001
17,6.01,5.27,6.26,98.26,2.19,10.8,255.62,14.49,False,True,False,True,False,0,36.1201,6.01,0.0,1.138257575757576,11.28
17,6.35,7.56,7.51,90.77,0.95,10.9,236.86,14.02,True,False,False,True,False,0,40.3225,6.35,0.0,0.8388375165125496,13.91
22,4.79,4.41,5.18,86.41,0.68,5.91,258.15,11.63,True,False,False,False,True,1,22.9441,0.0,4.79,1.083710407239819,9.2
16,7.47,5.73,8.71,86.71,1.16,9.34,233.11,13.29,True,False,False,True,False,0,55.8009,7.47,0.0,1.3013937282229964,13.2
24,1.74,7.81,5.01,85.21,3.91,3.25,311.83,5.11,False,False,True,False,False,2,3.0276,0.0,0.0,0.2225063938618926,9.549999999999999
21,4.65,1.56,5.44,60.7,3.58,8.89,264.55,12.66,False,True,False,True,False,1,21.622500000000002,4.65,0.0,2.961783439490446,6.210000000000001
24,4.23,3.94,8.06,63.21,3.46,8.74,264.48,10.01,False,False,False,False,True,1,17.892900000000004,0.0,4.23,1.0708860759493672,8.17
22,2.09,5.35,4.86,79.27,0.42,8.08,302.56,10.28,False,False,True,False,False,1,4.368099999999999,0.0,0.0,0.38992537313432835,7.4399999999999995
20,0.9,5.31,7.38,69.21,1.73,3.55,326.03,2.83,False,False,True,False,False,1,0.81,0.0,0.0,0.16917293233082709,6.21
16,0.55,4.75,4.41,94.8,1.59,3.12,315.1,1.69,False,False,False,True,False,1,0.30250000000000005,0.55,0.0,0.11554621848739498,5.3
22,7.76,2.21,6.34,61.32,0.68,12.37,230.89,16.93,False,False,False,True,False,0,60.2176,7.76,0.0,3.4954954954954958,9.969999999999999
23,6.53,3.87,4.37,94.66,3.03,8.94,240.44,14.38,False,False,True,False,False,0,42.6409,0.0,0.0,1.6829896907216495,10.4
21,1.04,10.0,8.71,93.11,1.81,6.44,309.56,2.64,False,False,False,True,False,1,1.0816000000000001,1.04,0.0,0.1038961038961039,11.04
22,5.47,5.66,4.66,80.68,1.9,8.48,262.89,13.06,False,False,True,False,False,0,29.920899999999996,0.0,0.0,0.9647266313932981,11.129999999999999
22,0.5,3.46,4.78,91.42,2.86,2.74,313.46,1.42,True,False,False,True,False,1,0.25,0.5,0.0,0.1440922190201729,3.96
21,2.51,1.94,6.07,66.31,0.25,7.58,291.78,10.03,True,False,False,True,False,1,6.300099999999999,2.51,0.0,1.287179487179487,4.449999999999999
17,3.92,8.95,4.86,89.98,1.84,5.63,280.97,7.31,True,False,False,False,True,2,15.366399999999999,0.0,3.92,0.43750000000000006,12.87
22,3.33,6.46,8.68,61.36,1.4,4.91,290.71,9.43,False,False,False,True,False,1,11.0889,3.33,0.0,0.5146831530139104,9.79
19,0.67,9.53,8.09,99.85,1.97,2.74,328.64,1.46,False,False,True,False,False,1,0.4489000000000001,0.0,0.0,0.07023060796645704,10.2
16,7.14,6.88,7.82,83.11,2.83,9.14,243.38,16.47,True,False,False,True,False,0,50.9796,7.14,0.0,1.0362844702467344,14.02
21,4.65,5.67,8.28,61.53,1.67,7.91,283.43,13.94,False,False,False,True,False,1,21.622500000000002,4.65,0.0,0.818661971830986,10.32
16,7.04,5.0,6.33,88.49,2.86,12.2,246.82,18.38,True,False,True,False,False,0,49.5616,0.0,0.0,1.405189620758483,12.04
23,1.45,4.62,4.04,82.7,3.12,6.02,297.72,7.59,False,False,False,True,False,1,2.1025,1.45,0.0,0.31317494600431967,6.07
16,6.48,1.44,7.53,86.71,2.19,8.15,241.52,11.99,False,False,False,True,False,0,41.99040000000001,6.48,0.0,4.468965517241379,7.92
20,5.87,8.94,5.17,66.01,1.0,10.0,256.09,15.3,True,False,False,True,False,2,34.456900000000005,5.87,0.0,0.6558659217877095,14.809999999999999
17,5.14,9.93,6.82,67.11,2.45,9.87,253.75,13.72,False,False,True,False,False,0,26.419599999999996,0.0,0.0,0.5171026156941649,15.07
22,0.41,6.24,5.49,80.75,1.7,5.04,320.78,4.95,False,False,False,False,True,1,0.16809999999999997,0.0,0.41,0.06559999999999999,6.65
